ident,latitude,longitude
SAVMA,-18.51989167,-46.30317778
XONET,0.009333333,-51.136
ALBUM,-18.21517415,-46.17498037
PAPAK,-17.85601942,-46.02452106
KORMU,-17.52631394,-45.88701969
VARIT,-17.30621921,-45.77569786
ILRIL,-17.06911782,-45.58758027
UDILU,-16.84926221,-45.4136991
UMSER,-16.7538658,-45.33842516
ATOVU,-16.19892292,-44.90237235
TEMUT,-12.91128644,-51.69421222
UGRIT,-12.20525908,-51.166482
IRISO,-11.68939666,-48.28815448
CF066,-19.474925,-43.86178056
DOBTA,-19.77027778,-44.43444444
ISKEV,-20.53659444,-43.98631111
IVPEL,-19.89720833,-43.13089444
VUGOS,-12.63952521,-48.80266751
UTLIK,-19.66769722,-43.561275
UPUKO,-19.33973056,-43.34805
VUKPU,-19.98518056,-43.46546667
CF013,-19.65301944,-44.22217778
PS107,-16.2739,-39.17628333
VB007,-13.38553611,-39.01496944
VB008,-13.46677778,-39.03553333
VB009,-13.54801944,-39.05611389
VB011,-13.44258889,-39.13513333
VB012,-13.49092778,-38.93591667
UA022,-0.183575,-67.01775278
POA01,-29.99360278,-51.22138611
KP183,-22.85998611,-47.13358611
KP184,-22.84794167,-47.16699444
KP193,-22.90630556,-47.17226944
KP186,-22.91748889,-47.23432778
KP188,-22.95261944,-47.210975
RF133,-8.152063889,-34.91470833
RF134,-8.186830556,-34.90323889
RF136,-8.171133333,-34.85532222
RF137,-8.155427778,-34.80741111
PD008,-18.63958333,-46.40196389
PD009,-18.60923889,-46.32018889
PD011,-18.57885833,-46.23844167
PD012,-18.70276944,-46.28193056
PD013,-18.51571111,-46.35844722
PD014,-18.65049722,-46.43140833
PD002,-18.70572222,-46.58063611
PD003,-18.73598889,-46.66248889
PD004,-18.76621944,-46.74436944
PD006,-18.64239722,-46.70059722
PD007,-18.82960556,-46.62443333
DOMRO,-19.55253611,-42.58027778
LE002,-12.4443,-41.36341111
LE003,-12.40331944,-41.45671667
GR224,-22.66880556,-46.81631944
REC04,-8.02025,-34.94175556
LE004,-12.36914444,-41.53445
LE006,-12.30313056,-41.44940278
LE007,-12.47545556,-41.52783889
LE008,-12.42381389,-41.41006667
LE009,-12.41356667,-41.43339444
FLN07,-27.63136389,-48.61557778
CT038,-25.49864272,-49.20917881
KO013,-4.234836111,-63.30639444
KO011,-4.033861111,-63.30668611
KO012,-4.134477778,-63.38993333
KO009,-4.134347222,-63.30653611
IRUNU,-5.853419444,-35.37068611
KO008,-4.134216667,-63.22313611
KO004,-4.133577778,-62.87513611
KO007,-4.234233333,-62.95832778
KO003,-4.133744444,-62.95853333
KO006,-4.033255556,-62.95873056
LE016,-12.46245833,-41.07104167
LE014,-12.64598333,-41.15422222
LE012,-12.55421389,-41.11263889
LE013,-12.58826667,-41.03479444
LE011,-12.52013889,-41.19046111
VB002,-13.20724444,-38.96989444
VB004,-13.10185833,-39.04883611
VB003,-13.12599722,-38.94936389
VB006,-13.1501,-38.84987222
VB013,-13.04474722,-38.92885833
BH001,-19.83400556,-43.99684167
CQ001,-30.00783333,-55.02024722
CQ002,-30.06875833,-54.97863333
CQ003,-30.03256111,-54.90861667
CQ004,-30.02018611,-54.96443333
CQ006,-29.97161111,-54.95024444
EDNOP,-29.91979722,-54.93510833
CQ008,-29.792725,-54.838775
CQ009,-29.73180278,-54.88033056
CQ011,-29.76806944,-54.95015833
CQ012,-29.78038333,-54.89446667
CQ013,-29.82896389,-54.90861667
GL042,-22.84315833,-43.21726667
GL043,-22.84311389,-43.18680833
GL052,-22.82652222,-43.16189722
GL027,-22.79654167,-43.11691389
GL044,-22.82341944,-43.20206944
GL032,-22.70829444,-43.29531111
GL046,-22.74911944,-43.27741667
KO002,-4.133902778,-63.04193333
NT103,-5.851077102,-35.36962712
RW16L,-5.901865694,-35.25163394
RW16L,-5.901823415,-35.25157959
SV079,-12.01546667,-37.18518056
CQ016,-29.78049167,-55.06351111
CQ017,-29.88266944,-54.81716667
CQ018,-30.059825,-54.84251944
PB009,-2.843033333,-41.55958889
PB008,-2.866561111,-41.63951944
PB002,-2.8195,-41.47966111
PB013,-2.939475,-41.5315
PB017,-2.746591667,-41.58767222
GL053,-22.83823333,-43.17948056
ME12,-22.33846389,-41.76688333
GR048,-23.48743056,-46.68465833
GR049,-23.46438611,-47.31444444
GR051,-23.34657778,-47.44303333
GR052,-23.28881111,-47.50595833
ENTUM,-20.36195956,-40.76663269
PB012,-2.919941667,-41.82095833
PB003,-2.943452778,-41.90090278
PB004,-2.966955556,-41.98084722
PB006,-3.039902778,-41.87284167
PB007,-2.847002778,-41.92895556
IY008,-12.22229167,-38.81702222
IY009,-12.24231111,-38.73438611
IY011,-12.26214444,-38.64838611
IY012,-12.33984722,-38.75880556
IY013,-12.14477222,-38.70998611
IY002,-12.17892778,-38.99563333
IY003,-12.15883056,-39.07822778
IY004,-12.13468056,-39.177325
IY006,-12.25633611,-39.10276389
IY007,-12.06132222,-39.05370833
ME016,-22.36579167,-41.78133056
SV062,-12.54879444,-38.83038056
VUMPA,-21.45525,-39.77661111
VUPOS,-21.45045,-39.96225278
ENVIX,-21.52646944,-40.54384444
EVLAS,-21.64312778,-40.54567222
GIGDU,-21.75978333,-40.5475
KAKOB,-21.87646389,-40.54933056
EDRIB,-21.44295278,-40.24053611
MOXOX,-21.45722222,-39.69725833
SIGAD,-21.54181944,-39.60528611
TF103,-17.525925,-39.39997222
TF102,-17.52546111,-39.48717778
TF104,-17.62586111,-39.48773333
TF101,-17.52495833,-39.57438056
TF106,-17.42506111,-39.48662222
ZR002,-17.23723333,-46.78903611
ZR003,-17.23213056,-46.70212778
ZR004,-17.22699167,-46.615225
ZR006,-17.33234444,-46.69569444
ZR007,-17.13191667,-46.70857222
TF014,-3.283008333,-64.91973611
ZR013,-17.15288889,-47.07005556
ZR009,-17.25311667,-47.06385833
ZR012,-17.35334444,-47.05765556
ZR011,-17.25806111,-47.15078611
ZR008,-17.24813333,-46.97693611
BI127,-25.1556,-49.34834167
BI128,-25.20933333,-49.32288056
TODIT,-15.87551481,-48.1147925
ARVER,-15.86679017,-47.72557078
EKAPU,-24.98003611,-48.26425833
LIVEG,-25.125975,-48.41499722
GATUV,-25.52079444,-48.88563333
DEXOS,-3.443372222,-30.74348611
VRI26,-20.09671944,-40.32275278
ESANI,0.330686111,-45.67593333
PC032,0.22175,-69.71754444
PC033,0.180308333,-69.64526111
PC034,0.138866667,-69.572975
PC036,0.107536111,-69.686425
PC037,0.253080556,-69.60409444
SIREL,-20.57283333,-39.9815
SULGI,-20.72795308,-44.11479981
OSOBO,-21.21524275,-44.50015756
VUBGI,-22.07184475,-45.18504814
OGVOT,-19.30155464,-48.02489872
RF029,-7.48415,-34.91056667
RF031,-7.716075,-34.91989722
RF058,-7.677947222,-35.06975833
RF061,-7.704616667,-35.37536389
RF063,-7.920980556,-35.32988611
RF064,-7.889672222,-35.16770556
RF066,-8.272377778,-34.92248889
RF068,-8.074588889,-34.83163889
RF098,-8.389736111,-35.01063333
RF099,-7.825936111,-35.42683611
VARAB,-8.44415,-34.94857778
XOGEK,-8.817963889,-35.39359167
PUGOP,-29.88078056,-54.923725
SD012,-23.41782222,-47.51210833
SD013,-23.35446667,-47.53535556
SD014,-23.38126389,-47.62114722
SD016,-23.43902778,-47.68664722
RJ038,-22.916525,-43.16321111
RJ039,-22.90459722,-43.16321111
MOVDI,-3.824038889,-38.35436111
ILGER,-17.45,-10
AKVET,-22.48861111,-35.75555556
DADOT,-21.48861111,-30.50194444
PAKAR,-20.73388889,-25.685
TEKIR,-19.84944444,-20.77472222
ROGOM,-18.82722222,-15.775
ESPET,-7.266,-35.89266667
ME013,-22.36586111,-41.78115
XONIM,4.694444444,-61.02944444
ATORO,-25.85777778,-35.84833333
KUMEB,-27.84944444,-30.20472222
GELIR,-29.44138889,-25.08083333
RONER,-30.68583333,-20.58361111
PUGPA,-31.92138889,-15.31083333
IREGU,-17.94330947,-46.06101698
LN004,-19.58610556,-40.19602222
LN003,-19.51166944,-40.15576389
LN006,-19.47351389,-40.23426111
LN007,-19.54986111,-40.07726667
LN002,-19.43722222,-40.11554444
LN008,-19.27334444,-40.02715
LN009,-19.19886667,-39.98704722
LN013,-19.12438056,-39.94697778
LN011,-19.16081667,-40.06545278
LN012,-19.23695,-39.90863889
MG131,-23.49558889,-52.11515833
MG132,-23.51478333,-52.21269167
MAVSA,-25.44939722,-48.80013889
BH014,-19.54545833,-44.35733611
DAKVA,-10.85555556,-36.96619444
KEVEP,-10.31223056,-48.57696389
DARCI,-15.67484722,-48.40796389
SG016,-6.074944444,-35.29918611
SG017,-5.677294444,-35.44141111
SG018,-5.771116667,-35.47339722
CH002,-27.14836667,-52.55628611
CXI28,-22.79513056,-43.21635
RU002,-8.258825,-36.10269722
RU003,-8.237394444,-36.18394444
RU004,-8.215966667,-36.26518889
RU006,-8.334522222,-36.20975556
RU007,-8.140263889,-36.15815
GR066,-23.44662222,-46.51601944
GR069,-23.45961389,-46.34413611
GR091,-23.41794167,-46.40985278
GR094,-23.406975,-46.57633611
ILKUV,-25.00677222,-54.87634444
UTBUB,-26.63617447,-53.73610724
PAMOD,-19.68440017,-58.09527192
POSPO,-20.52244162,-58.01477747
KP194,-22.84794444,-47.16699444
UDIPA,-25.57372337,-54.59798032
OGLAP,-25.68859066,-54.42752121
KILAV,-26.85219198,-53.69065851
SIDOG,-10.76272,-65.34360725
OPGUT,-27.16673094,-53.92475611
ESMAL,-10.14459158,-66.91102019
EGDUN,-15.28162086,-60.40829342
OPTUG,-16.01585894,-60.17955533
KOKTA,-16.26657192,-60.04312303
TOMIG,-20.03726919,-57.96820272
TEPUK,2.384654723,-56.01978966
ROMUV,4.535272917,-60.99962269
PADUP,-10.49066833,-67.53030767
UMBAT,-5.646996778,-72.95640706
LOMAN,0.998165806,-65.73988537
LAIKA,3.615091667,-62.97715556
ANLUK,0.667854418,-69.67848145
SILAG,-27.61880556,-50.295175
FI005,-25.58939722,-54.49556944
FI008,-25.5551001,-54.53971748
TIRTU,-15.36515708,-60.33353272
BR108,-15.84335,-47.61638333
BR109,-15.84176389,-47.59225
YUB02,-4.246463889,-56.00755278
GR001,-23.40486378,-46.52925061
GR002,-23.46346219,-46.39538758
DIDAS,-10.28987222,-48.17258333
ETIRU,-10.2490084,-48.43332734
ES001,-22.82066136,-42.10072414
BH012,-19.86529722,-43.90963333
BH037,-19.8352,-43.99354167
BH029,-19.92448333,-43.74421111
BH022,-19.89490833,-43.82693889
BH054,-19.88306944,-43.86001944
BH031,-19.95401667,-43.66145556
GV023,-18.69921667,-41.80319167
GAUZE,-15.85615347,-47.81288869
JNV01,-26.35161944,-48.62391389
JP037,-7.858297222,-34.60696667
JP038,-7.883333333,-34.81666667
JP039,-8.083333333,-35.03333333
ABASE,-7.7,-34.6
GAZAR,-20.55951389,-43.86644444
ESLUM,-20.92998056,-43.98373889
NT014,-5.930247222,-35.62532778
NT016,-6.132988889,-35.35298889
NT017,-6.162494444,-35.95006389
MUNUG,-8.089722222,-34.705
BH008,-20.29625833,-43.824825
BH021,-20.29797222,-43.88864722
BH024,-20.17342222,-44.05414722
RF122,-8.193333333,-34.90138889
RU011,-8.248111111,-36.14332222
KG101,-20.69360556,-54.59519444
KG102,-20.54098889,-54.73369722
KG103,-20.54098889,-54.73369722
KG104,-20.61731111,-54.66448056
KG106,-20.56296667,-54.59696111
PULEM,-10.00222844,-72.09057683
OGPES,-26.71172778,-48.18951944
ANRET,-16.18258925,-54.31059261
ESUMU,-16.30975753,-53.80048567
EDPAP,-16.46747353,-53.15993697
OVTUX,-16.64974667,-52.408168
ROCHO,-16.82115158,-51.689401
EGDAT,-16.91442797,-51.29318611
GIBKO,-17.09592081,-50.51159075
PA001,-29.99404722,-51.20040833
PA003,-29.992775,-51.26373056
KG107,-20.31473889,-54.45303333
KG108,-20.33649722,-54.31645833
KG109,-20.46713611,-54.31445556
KG111,-20.39095278,-54.38377778
KG112,-20.44538056,-54.45114722
PK016,-31.74368889,-52.36654722
RU001,-8.226630556,-35.81972222
RU012,-8.422425,-35.86510833
RU013,-8.344677778,-35.76081389
RU008,-8.324527778,-35.84240833
RU009,-8.304361111,-35.92399722
SIGAV,-19.31061667,-43.44706111
NEKEG,-19.59040278,-44.76918889
ESGAD,-4.291780556,-69.84990556
AKVEG,-4.218588889,-70.00263333
TT031,-4.260405556,-69.92727222
TT032,-4.252888889,-69.94524722
UG014,-29.78426944,-57.03039722
DV012,-19.9617,-45.01506111
DV003,-20.03274167,-44.96834722
DV013,-19.97971667,-44.87818611
DV002,-20.10376944,-44.92159444
DV011,-20.08571944,-45.058575
DV004,-20.39956389,-44.72636667
DV006,-20.37279167,-44.84856111
DV007,-20.25759167,-44.82016667
DV008,-20.32857778,-44.77327778
DV009,-20.28433333,-44.69803611
TF071,-3.39215,-64.72130556
TU012,-3.969435111,-49.63285219
TU001,-3.693730556,-49.71380278
TU002,-3.610197222,-49.70794167
TU003,-3.526661111,-49.70208056
TU004,-3.617258333,-49.60816944
TU006,-3.603125,-49.80771111
TU007,-3.878838889,-49.72679722
TU008,-3.962372167,-49.73266347
TU009,-3.955297167,-49.83247306
TU011,-4.045905167,-49.73853031
CBO31,-9.369530556,-54.79128333
AKPUS,-4.175747222,-70.07429722
TE002,-5.152202778,-42.80774722
DOSKA,-26.18475,-52.6436
TE001,-5.069338889,-42.82380278
ELANI,-5.901336111,-35.34881111
GR003,-22.90671111,-46.88713056
GR004,-23.11786389,-47.13550278
KP011,-23.40331389,-47.58859444
SP011,-22.795725,-47.04053611
SP012,-22.84456944,-47.08996944
KP008,-23.6084,-47.92524444
KP009,-23.56760833,-47.74333611
EDRAT,-23.83933333,-48.30673333
NOBRE,-22.84480833,-47.36105833
GEKID,-2.655611111,-44.290675
PA007,-29.99464444,-51.16778889
PA011,-29.99468889,-51.16778889
KIDIL,-22.18478056,-47.37372222
KP148,-23.13098889,-47.03230556
IVTUV,-22.03989722,-41.05391111
UG016,-29.77396944,-56.93567222
PJ041,-9.803319444,-48.44122778
PJ042,-9.636022222,-48.43259444
NEKIV,-7.727802778,-35.64478056
PJ043,-9.75545,-48.74560556
PJ044,-9.961427778,-48.39025833
PJ046,-9.641077778,-48.23573333
PJ047,-10.89149722,-48.05854722
BV001,2.908275,-60.49496389
BV002,2.854097222,-60.68007778
TK001,-8.221908333,-70.72360833
TK002,-8.284372222,-70.66763889
TK003,-8.217455556,-70.59240556
TK004,-8.351275,-70.7429
TK006,-8.346827778,-70.61165556
CQ019,-29.81294444,-54.90313611
CQ021,-29.73214722,-54.87881111
CQ022,-29.65134444,-54.85452222
CQ023,-29.70678889,-54.98991944
CQ024,-29.75741111,-54.76764444
TK007,-8.093233333,-70.97389444
TK008,-7.963872222,-70.95454722
TK009,-7.959486111,-70.82343333
TK011,-8.026366667,-70.89865278
TK012,-8.088858333,-70.84273889
CQ026,-29.98779722,-54.95496667
CQ027,-30.06875556,-54.97863056
CQ028,-29.90684167,-54.931325
CQ029,-30.14971111,-55.00231111
CQ031,-30.04399722,-55.09029167
CQ032,-30.09341667,-54.86691111
THR24,-1.370277778,-48.46694444
BE133,-1.364663889,-48.33302222
BE111,-1.621944444,-48.39278611
BE112,-1.804166667,-48.36107778
VULAP,-2.880488889,-48.20843333
ANGIM,-3.5026,-48.12303056
LIVED,-2.073147222,-47.58101667
BE127,-1.746666667,-48.30466111
BE128,-1.643055556,-48.48293056
BE107,-1.417777778,-48.64324444
BE142,-1.412891667,-48.92437222
BE108,-1.503055556,-49.48478889
BE109,-1.584722222,-50.05294167
PAKUT,-1.799325,-50.98155833
BE114,-1.770994444,-50.10809444
BE116,-1.680661111,-49.44107222
BE101,-1.265205556,-48.53480278
BE102,-0.795288889,-49.29613056
PUDMI,-0.446163889,-49.87228889
VUSNA,-0.819602778,-49.68420833
BE122,-1.425277778,-48.75041667
UMDIR,-20.35,-44.17533333
UMGON,-7.239444444,-47.54244444
SV001,-12.90606667,-38.31006944
BVI08,2.823452778,-60.733175
SJ043,-23.03063611,-46.07671389
SV091,-12.83879444,-37.97577222
AKTOL,-23.26292222,-50.95158611
AFTER,-23.47003333,-50.99925556
KP201,-22.70460833,-47.58506111
VERME,-23.209125,-47.83206389
KP221,-23.08121111,-47.20895278
KP222,-23.13246667,-47.13742222
KP204,-22.64675,-46.98243889
KP227,-22.89509444,-47.11125278
KP228,-22.96739722,-47.011625
KP209,-23.01903333,-46.94046389
KP213,-23.29078056,-46.6401
KP212,-23.23886389,-46.68584444
KP231,-23.19797222,-46.72185
KP234,-23.13953611,-46.77325
KP236,-23.0844,-46.82169722
KP202,-22.84482222,-47.36120556
KP217,-23.16808611,-47.74812778
KP214,-23.04400278,-47.49511111
KP203,-22.56578889,-46.86746111
ITEDI,-22.81472222,-47.22172778
KP211,-23.18693333,-46.73156111
KP208,-23.03033611,-46.86915556
KP207,-22.92663889,-47.06783056
JD026,-23.23166667,-47.20585278
KP246,-23.20278333,-47.22660833
KP238,-23.03608056,-47.33141111
KP239,-23.11853889,-47.5436
KP223,-23.36091111,-47.41378333
KP248,-23.53508333,-47.31663333
KP241,-23.005475,-47.01893889
EGBEN,-22.903925,-46.93590833
KP242,-22.774275,-46.81571111
KP243,-22.73888333,-46.776975
KP244,-22.68316944,-46.38818889
KP237,-22.65223333,-47.08342778
GUABO,-23.53431667,-46.53896667
KP226,-22.69957778,-47.0098
KP219,-23.29550833,-47.896825
KP257,-22.9618,-47.44525
OPGUN,-22.90704444,-47.21650833
KP254,-22.91681389,-47.14207222
KP256,-22.86003333,-47.02530278
KP258,-23.01887222,-47.236275
KP259,-23.13531667,-47.340225
KP261,-23.23498889,-47.3377
KP262,-23.2036,-47.24503056
JD038,-23.13403611,-47.75150556
KP249,-22.64481944,-46.67416667
KP247,-23.28840278,-47.24976111
KP251,-23.13195833,-47.03443056
GR073,-22.82102778,-47.84141667
GR074,-23.03810556,-47.38978333
MOLLE,-23.14454444,-47.16696667
GR076,-22.97422778,-46.96642222
GR077,-22.90306667,-46.88285278
GR072,-23.38508333,-47.41801389
GR071,-23.65016667,-47.69609167
ORONU,-22.61726389,-46.93050278
GR081,-23.24891944,-46.82785833
GR082,-23.19428333,-46.88518889
GR083,-23.08449167,-46.95570833
GR084,-22.95366944,-47.03956667
GR086,-22.86962222,-47.05101667
GR087,-22.75538889,-47.06655556
GR021,-22.68023333,-46.79049167
GR022,-22.65103611,-46.85545556
SP033,-23.83689167,-46.20474167
SP032,-23.63858611,-46.77718056
MAVKA,-22.67581389,-46.918875
SP031,-22.88266667,-47.059925
PRUMO,-23.25280556,-47.10555278
RUSTE,-22.76813611,-47.50011944
EVMOL,-22.85426944,-47.04053333
SP039,-23.69909167,-47.03788056
SP038,-23.62457222,-47.23017222
XOGOD,-23.52643611,-47.48230833
SP036,-23.45279444,-47.67069444
SP034,-23.41423611,-47.76905833
JH033,-23.34312778,-47.13450833
JH032,-23.62615278,-47.44745556
JD031,-23.22193889,-46.84064722
NIDLA,-23.14684167,-46.82577222
JD032,-23.17495278,-46.94664722
JD033,-23.22057778,-47.01295556
JD034,-23.26053333,-47.07108611
JD037,-23.21903889,-47.27699167
JD011,-22.97750833,-46.86976667
JD012,-23.0479,-46.94145278
JD013,-23.102225,-46.96499722
OPNOB,-23.12560833,-47.852275
KP216,-23.10454444,-47.61841667
KP224,-23.44710278,-47.57360833
JD041,-23.05071111,-46.7022
OTAGA,-22.49026944,-46.73127778
NEKIG,-22.55313056,-46.79469444
ORESU,-23.02440278,-47.15585556
URRAO,-22.68038056,-46.71301111
JD039,-22.74586111,-46.76625
JD014,-23.15188889,-46.95731111
JD042,-23.09966667,-46.77546111
JD044,-23.13410833,-46.91522778
JD046,-23.19233889,-46.89685278
JD047,-23.20384722,-46.81759167
JD048,-23.13499722,-46.65521389
SJ003,-23.76294722,-45.66974444
SJ004,-23.62518333,-45.61612222
VARAX,-24.13154722,-45.33567222
JD016,-23.18891944,-46.90183333
JD017,-23.12464444,-46.79313889
LO105,-23.33732778,-51.11909722
LO095,-23.35037222,-51.07991389
BV007,2.854141667,-60.89507222
BV022,2.67545,-60.80346944
GR007,-23.46451389,-46.58241389
GR006,-23.45521944,-46.54791389
GR010,-23.42272778,-46.59559722
GR009,-23.40935,-46.640425
GR008,-23.45328056,-46.62919167
EKAGO,-22.93812778,-47.84670556
RENUM,-23.10617222,-47.01540278
ALDEG,-23.07215833,-47.05526667
KP059,-23.04267222,-47.08979722
KP044,-23.12805556,-46.98973611
KP071,-23.01569167,-47.12137778
NILKA,-22.97557778,-47.35608333
UBKUP,-23.17728611,-47.0748
DOPVI,-5.759486111,-35.57225556
EGEDU,-5.766063889,-35.46378056
UG008,-29.786175,-57.09025833
ME056,-22.30604167,-41.868425
ME054,-22.34863333,-41.89447778
ME058,-22.40659444,-41.88809167
ME057,-22.37344444,-41.84759167
ME053,-22.42182222,-41.83328889
ME052,-22.39824444,-41.80069167
EGDUK,1.703333333,-69.77777778
BUTOB,-8.268194444,-35.16061111
ARPUM,-19.40055,-43.69571667
BE131,-2.500555556,-48.50901667
BE106,-1.358611111,-48.58331944
BE126,-1.878477778,-48.01277778
BE132,-2.057419444,-48.53515833
BE117,-1.634452778,-49.10187778
BE121,-1.186088889,-49.11972778
KP013,-22.88029167,-47.31215278
KP014,-22.9973,-47.14604722
KP113,-22.88052778,-47.31181389
SJ063,-22.99518056,-46.11506111
ME068,-22.22790278,-41.71812222
ME072,-22.260275,-41.72716111
ME059,-22.29264722,-41.73620556
ME069,-22.17934167,-41.70456944
ME062,-22.22157778,-41.64658889
BE141,-1.33865,-48.72969444
BE144,-0.991005556,-49.41035556
BE143,-1.534722222,-49.38388333
BE113,-2.570555556,-48.252425
BE149,-2.716666667,-48.49763056
BE151,-2.3116,-48.52228889
BE152,-2.310702778,-48.69370556
BE153,-2.293108333,-48.79293889
BE154,-2.263183333,-48.88920833
BE156,-2.2214,-48.98100278
BE157,-2.168413889,-49.06688333
BE158,-2.105052778,-49.14550833
BE159,-2.032319444,-49.21564722
BE161,-1.951347222,-49.27620278
BE162,-1.863411111,-49.32623333
BE179,-1.709213889,-49.43505
BE181,-1.821872222,-49.39951667
BE182,-1.913761111,-49.35708611
BE183,-2.000002778,-49.30421389
BE184,-2.0794,-49.24162222
BE186,-2.15085,-49.17018333
BE187,-2.213358333,-49.09088056
BE188,-2.266058333,-49.00481667
BE189,-2.308213889,-48.91318333
BE192,-2.3587,-48.71835556
BE191,-2.339238889,-48.81725278
CY002,-15.66401389,-56.22739722
LS002,-19.657975,-43.90549167
KP263,-23.12315833,-47.74261389
BE172,-1.139091667,-48.41636944
GR319,-23.53376389,-46.33761111
GR321,-23.12546389,-46.00641667
GR324,-23.0572,-46.23456111
GR323,-23.384625,-46.68518611
XOLUS,-22.73605278,-47.06918333
GR327,-22.99346389,-47.48296111
GR322,-22.79313611,-46.53853889
JH034,-23.33908056,-47.24678889
JH036,-23.41381111,-47.35174722
KP264,-22.76837778,-48.04558889
KP267,-22.89348056,-47.09406111
KP266,-22.87980556,-47.50324444
KP268,-22.73096389,-48.03290278
KP269,-23.11615556,-46.7938
